1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, Bull, Date
1,  1,  6,  1,  1,  1,  7,  6,  2,  2,  11,  6,  18,  6,  1,  1,  1,  2,  1,  1,  2,  2023-04-22
